terrain,roi,season,tile,patch,sar_path,optical_path,filename
barrenland,ROIs1970,fall,114,p691,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p691.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p691.png,ROIs1970_fall_s1_114_p691.png
barrenland,ROIs1970,fall,114,p692,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p692.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p692.png,ROIs1970_fall_s1_114_p692.png
barrenland,ROIs1970,fall,114,p693,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p693.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p693.png,ROIs1970_fall_s1_114_p693.png
barrenland,ROIs1970,fall,114,p694,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p694.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p694.png,ROIs1970_fall_s1_114_p694.png
barrenland,ROIs1970,fall,114,p695,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p695.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p695.png,ROIs1970_fall_s1_114_p695.png
barrenland,ROIs1970,fall,114,p696,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p696.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p696.png,ROIs1970_fall_s1_114_p696.png
barrenland,ROIs1970,fall,114,p697,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p697.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p697.png,ROIs1970_fall_s1_114_p697.png
barrenland,ROIs1970,fall,114,p698,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p698.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p698.png,ROIs1970_fall_s1_114_p698.png
barrenland,ROIs1970,fall,114,p699,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p699.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p699.png,ROIs1970_fall_s1_114_p699.png
barrenland,ROIs1970,fall,114,p7,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p7.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p7.png,ROIs1970_fall_s1_114_p7.png
barrenland,ROIs1970,fall,114,p70,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p70.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p70.png,ROIs1970_fall_s1_114_p70.png
barrenland,ROIs1970,fall,114,p700,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p700.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p700.png,ROIs1970_fall_s1_114_p700.png
barrenland,ROIs1970,fall,114,p701,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p701.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p701.png,ROIs1970_fall_s1_114_p701.png
barrenland,ROIs1970,fall,114,p702,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p702.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p702.png,ROIs1970_fall_s1_114_p702.png
barrenland,ROIs1970,fall,114,p703,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p703.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p703.png,ROIs1970_fall_s1_114_p703.png
barrenland,ROIs1970,fall,114,p704,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p704.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p704.png,ROIs1970_fall_s1_114_p704.png
barrenland,ROIs1970,fall,114,p705,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p705.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p705.png,ROIs1970_fall_s1_114_p705.png
barrenland,ROIs1970,fall,114,p706,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p706.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p706.png,ROIs1970_fall_s1_114_p706.png
barrenland,ROIs1970,fall,114,p707,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p707.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p707.png,ROIs1970_fall_s1_114_p707.png
barrenland,ROIs1970,fall,114,p708,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p708.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p708.png,ROIs1970_fall_s1_114_p708.png
barrenland,ROIs1970,fall,114,p709,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p709.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p709.png,ROIs1970_fall_s1_114_p709.png
barrenland,ROIs1970,fall,114,p71,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p71.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p71.png,ROIs1970_fall_s1_114_p71.png
barrenland,ROIs1970,fall,114,p710,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p710.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p710.png,ROIs1970_fall_s1_114_p710.png
barrenland,ROIs1970,fall,114,p711,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p711.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p711.png,ROIs1970_fall_s1_114_p711.png
barrenland,ROIs1970,fall,114,p712,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p712.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p712.png,ROIs1970_fall_s1_114_p712.png
barrenland,ROIs1970,fall,114,p713,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p713.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p713.png,ROIs1970_fall_s1_114_p713.png
barrenland,ROIs1970,fall,114,p714,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p714.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p714.png,ROIs1970_fall_s1_114_p714.png
barrenland,ROIs1970,fall,114,p715,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p715.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p715.png,ROIs1970_fall_s1_114_p715.png
barrenland,ROIs1970,fall,114,p716,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p716.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p716.png,ROIs1970_fall_s1_114_p716.png
barrenland,ROIs1970,fall,114,p717,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p717.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p717.png,ROIs1970_fall_s1_114_p717.png
barrenland,ROIs1970,fall,114,p718,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p718.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p718.png,ROIs1970_fall_s1_114_p718.png
barrenland,ROIs1970,fall,114,p719,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p719.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p719.png,ROIs1970_fall_s1_114_p719.png
barrenland,ROIs1970,fall,114,p72,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p72.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p72.png,ROIs1970_fall_s1_114_p72.png
barrenland,ROIs1970,fall,114,p720,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p720.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p720.png,ROIs1970_fall_s1_114_p720.png
barrenland,ROIs1970,fall,114,p721,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p721.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p721.png,ROIs1970_fall_s1_114_p721.png
barrenland,ROIs1970,fall,114,p722,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p722.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p722.png,ROIs1970_fall_s1_114_p722.png
barrenland,ROIs1970,fall,114,p723,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p723.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p723.png,ROIs1970_fall_s1_114_p723.png
barrenland,ROIs1970,fall,114,p724,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p724.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p724.png,ROIs1970_fall_s1_114_p724.png
barrenland,ROIs1970,fall,114,p725,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p725.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p725.png,ROIs1970_fall_s1_114_p725.png
barrenland,ROIs1970,fall,114,p726,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p726.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p726.png,ROIs1970_fall_s1_114_p726.png
barrenland,ROIs1970,fall,114,p727,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p727.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p727.png,ROIs1970_fall_s1_114_p727.png
barrenland,ROIs1970,fall,114,p728,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p728.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p728.png,ROIs1970_fall_s1_114_p728.png
barrenland,ROIs1970,fall,114,p729,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p729.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p729.png,ROIs1970_fall_s1_114_p729.png
barrenland,ROIs1970,fall,114,p73,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p73.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p73.png,ROIs1970_fall_s1_114_p73.png
barrenland,ROIs1970,fall,114,p730,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p730.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p730.png,ROIs1970_fall_s1_114_p730.png
barrenland,ROIs1970,fall,114,p731,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p731.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p731.png,ROIs1970_fall_s1_114_p731.png
barrenland,ROIs1970,fall,114,p732,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p732.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p732.png,ROIs1970_fall_s1_114_p732.png
barrenland,ROIs1970,fall,114,p733,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p733.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p733.png,ROIs1970_fall_s1_114_p733.png
barrenland,ROIs1970,fall,114,p734,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p734.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p734.png,ROIs1970_fall_s1_114_p734.png
barrenland,ROIs1970,fall,114,p735,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p735.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p735.png,ROIs1970_fall_s1_114_p735.png
barrenland,ROIs1970,fall,114,p736,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p736.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p736.png,ROIs1970_fall_s1_114_p736.png
barrenland,ROIs1970,fall,114,p737,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p737.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p737.png,ROIs1970_fall_s1_114_p737.png
barrenland,ROIs1970,fall,114,p738,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p738.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p738.png,ROIs1970_fall_s1_114_p738.png
barrenland,ROIs1970,fall,114,p739,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p739.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p739.png,ROIs1970_fall_s1_114_p739.png
barrenland,ROIs1970,fall,114,p74,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p74.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p74.png,ROIs1970_fall_s1_114_p74.png
barrenland,ROIs1970,fall,114,p740,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p740.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p740.png,ROIs1970_fall_s1_114_p740.png
barrenland,ROIs1970,fall,114,p741,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p741.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p741.png,ROIs1970_fall_s1_114_p741.png
barrenland,ROIs1970,fall,114,p742,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p742.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p742.png,ROIs1970_fall_s1_114_p742.png
barrenland,ROIs1970,fall,114,p743,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p743.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p743.png,ROIs1970_fall_s1_114_p743.png
barrenland,ROIs1970,fall,114,p744,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p744.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p744.png,ROIs1970_fall_s1_114_p744.png
barrenland,ROIs1970,fall,114,p745,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p745.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p745.png,ROIs1970_fall_s1_114_p745.png
barrenland,ROIs1970,fall,114,p746,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p746.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p746.png,ROIs1970_fall_s1_114_p746.png
barrenland,ROIs1970,fall,114,p747,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p747.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p747.png,ROIs1970_fall_s1_114_p747.png
barrenland,ROIs1970,fall,114,p748,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p748.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p748.png,ROIs1970_fall_s1_114_p748.png
barrenland,ROIs1970,fall,114,p749,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p749.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p749.png,ROIs1970_fall_s1_114_p749.png
barrenland,ROIs1970,fall,114,p75,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p75.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p75.png,ROIs1970_fall_s1_114_p75.png
barrenland,ROIs1970,fall,114,p750,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p750.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p750.png,ROIs1970_fall_s1_114_p750.png
barrenland,ROIs1970,fall,114,p751,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p751.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p751.png,ROIs1970_fall_s1_114_p751.png
barrenland,ROIs1970,fall,114,p752,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p752.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p752.png,ROIs1970_fall_s1_114_p752.png
barrenland,ROIs1970,fall,114,p753,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p753.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p753.png,ROIs1970_fall_s1_114_p753.png
barrenland,ROIs1970,fall,114,p754,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p754.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p754.png,ROIs1970_fall_s1_114_p754.png
barrenland,ROIs1970,fall,114,p755,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p755.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p755.png,ROIs1970_fall_s1_114_p755.png
barrenland,ROIs1970,fall,114,p756,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p756.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p756.png,ROIs1970_fall_s1_114_p756.png
barrenland,ROIs1970,fall,114,p757,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p757.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p757.png,ROIs1970_fall_s1_114_p757.png
barrenland,ROIs1970,fall,114,p758,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p758.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p758.png,ROIs1970_fall_s1_114_p758.png
barrenland,ROIs1970,fall,114,p759,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p759.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p759.png,ROIs1970_fall_s1_114_p759.png
barrenland,ROIs1970,fall,114,p76,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p76.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p76.png,ROIs1970_fall_s1_114_p76.png
barrenland,ROIs1970,fall,114,p760,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p760.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p760.png,ROIs1970_fall_s1_114_p760.png
barrenland,ROIs1970,fall,114,p761,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p761.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p761.png,ROIs1970_fall_s1_114_p761.png
barrenland,ROIs1970,fall,114,p762,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p762.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p762.png,ROIs1970_fall_s1_114_p762.png
barrenland,ROIs1970,fall,114,p763,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p763.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p763.png,ROIs1970_fall_s1_114_p763.png
barrenland,ROIs1970,fall,114,p764,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p764.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p764.png,ROIs1970_fall_s1_114_p764.png
barrenland,ROIs1970,fall,114,p765,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p765.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p765.png,ROIs1970_fall_s1_114_p765.png
barrenland,ROIs1970,fall,114,p766,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p766.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p766.png,ROIs1970_fall_s1_114_p766.png
barrenland,ROIs1970,fall,114,p767,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p767.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p767.png,ROIs1970_fall_s1_114_p767.png
barrenland,ROIs1970,fall,114,p768,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p768.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p768.png,ROIs1970_fall_s1_114_p768.png
barrenland,ROIs1970,fall,114,p769,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p769.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p769.png,ROIs1970_fall_s1_114_p769.png
barrenland,ROIs1970,fall,114,p77,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p77.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p77.png,ROIs1970_fall_s1_114_p77.png
barrenland,ROIs1970,fall,114,p770,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p770.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p770.png,ROIs1970_fall_s1_114_p770.png
barrenland,ROIs1970,fall,114,p771,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p771.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p771.png,ROIs1970_fall_s1_114_p771.png
barrenland,ROIs1970,fall,114,p772,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p772.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p772.png,ROIs1970_fall_s1_114_p772.png
barrenland,ROIs1970,fall,114,p773,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p773.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p773.png,ROIs1970_fall_s1_114_p773.png
barrenland,ROIs1970,fall,114,p774,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p774.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p774.png,ROIs1970_fall_s1_114_p774.png
barrenland,ROIs1970,fall,114,p775,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p775.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p775.png,ROIs1970_fall_s1_114_p775.png
barrenland,ROIs1970,fall,114,p776,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p776.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p776.png,ROIs1970_fall_s1_114_p776.png
barrenland,ROIs1970,fall,114,p777,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p777.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p777.png,ROIs1970_fall_s1_114_p777.png
barrenland,ROIs1970,fall,114,p778,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p778.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p778.png,ROIs1970_fall_s1_114_p778.png
barrenland,ROIs1970,fall,114,p779,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p779.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p779.png,ROIs1970_fall_s1_114_p779.png
barrenland,ROIs1970,fall,114,p78,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p78.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p78.png,ROIs1970_fall_s1_114_p78.png
barrenland,ROIs1970,fall,114,p780,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p780.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p780.png,ROIs1970_fall_s1_114_p780.png
barrenland,ROIs1970,fall,114,p781,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p781.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p781.png,ROIs1970_fall_s1_114_p781.png
barrenland,ROIs1970,fall,114,p782,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p782.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p782.png,ROIs1970_fall_s1_114_p782.png
barrenland,ROIs1970,fall,114,p783,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p783.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p783.png,ROIs1970_fall_s1_114_p783.png
barrenland,ROIs1970,fall,114,p784,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p784.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p784.png,ROIs1970_fall_s1_114_p784.png
barrenland,ROIs1970,fall,114,p785,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p785.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p785.png,ROIs1970_fall_s1_114_p785.png
barrenland,ROIs1970,fall,114,p786,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p786.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p786.png,ROIs1970_fall_s1_114_p786.png
barrenland,ROIs1970,fall,114,p787,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p787.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p787.png,ROIs1970_fall_s1_114_p787.png
barrenland,ROIs1970,fall,114,p788,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p788.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p788.png,ROIs1970_fall_s1_114_p788.png
barrenland,ROIs1970,fall,114,p789,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p789.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p789.png,ROIs1970_fall_s1_114_p789.png
barrenland,ROIs1970,fall,114,p79,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p79.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p79.png,ROIs1970_fall_s1_114_p79.png
barrenland,ROIs1970,fall,114,p790,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p790.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p790.png,ROIs1970_fall_s1_114_p790.png
barrenland,ROIs1970,fall,114,p791,datasets\sentinel12\v_2\barrenland\s1\ROIs1970_fall_s1_114_p791.png,datasets\sentinel12\v_2\barrenland\s2\ROIs1970_fall_s2_114_p791.png,ROIs1970_fall_s1_114_p791.png
